Churn,account_Contract_month-to-month,customer_tenure,internet_Service_fiber_optic,account_Payment_electronic_check,account_Contract_two_year,account_Charges_Total
1,1,6,1,1,0,560.6
1,1,1,1,1,0,70.3
0,1,18,0,0,0,1074.65
0,0,11,0,0,0,651.55
0,0,67,0,0,1,4250.1
0,1,67,1,0,0,6841.05
0,0,72,0,0,1,1937.4
0,1,47,1,0,0,3545.1
0,0,54,0,0,0,3886.05
1,1,12,1,1,0,1060.2
0,1,31,1,0,0,2613.4
0,1,11,0,0,0,733.95
1,1,40,0,1,0,2109.35
0,1,11,1,0,0,775.3
1,1,5,1,1,0,452.7
0,1,1,0,0,0,19.75
0,0,20,0,0,0,395.6
0,1,8,0,0,0,169.75
0,1,1,1,0,0,74.3
0,0,72,1,1,1,7943.45
1,1,6,1,1,0,531.0
1,1,40,1,1,0,4086.3
0,1,23,0,0,0,1642.75
0,1,30,1,0,0,2852.4
0,1,29,1,0,0,2215.25
0,1,59,0,1,0,2666.75
1,1,41,1,0,0,3273.55
0,0,58,1,0,0,5458.8
0,1,1,0,0,0,20.65
0,1,4,0,1,0,169.65
0,0,61,0,0,1,1498.35
1,1,10,1,1,0,740.0
0,0,39,0,1,0,1886.4
1,1,31,0,0,0,658.95
1,1,2,0,1,0,68.75
0,0,31,0,0,0,2484.0
1,1,4,0,1,0,174.3
0,1,33,1,1,0,2989.6
0,0,4,0,0,0,84.75
0,0,32,0,0,1,2316.85
0,0,72,1,0,1,7882.25
0,1,11,1,1,0,760.05
0,1,23,1,1,0,1975.85
1,1,6,1,0,0,567.45
1,1,1,1,1,0,69.55
0,1,15,1,1,0,1451.1
0,0,72,0,0,1,1864.2
0,0,35,0,0,1,821.6
0,0,50,0,0,0,2614.1
1,1,1,1,1,0,79.5
1,1,2,1,0,0,158.4
0,0,41,0,1,1,3126.45
0,1,33,0,1,0,1803.7
1,1,38,1,0,0,3777.15
0,0,60,1,1,0,6339.45
0,0,25,0,0,0,1466.1
0,0,70,1,0,1,7085.5
0,1,60,1,0,0,6572.85
0,0,34,0,0,0,2106.3
0,1,27,1,1,0,2093.4
0,0,60,0,0,1,1093.0
1,1,17,1,1,0,1233.4
1,0,71,1,0,1,6585.35
0,0,56,1,1,1,5873.75
1,0,61,1,1,1,5638.3
0,1,15,0,0,0,469.65
0,0,70,0,0,1,4504.9
0,1,1,0,0,0,24.7
0,0,42,0,0,0,2763.35
0,1,1,0,0,0,19.95
0,1,2,1,1,0,186.05
0,0,72,0,0,1,1492.1
0,0,52,0,0,0,3865.45
0,0,57,0,1,0,3053.0
0,0,7,0,0,0,128.6
0,0,47,1,0,0,4535.85
0,0,65,1,0,0,6744.25
0,0,72,0,0,0,1623.15
0,0,68,0,0,1,1498.85
1,1,1,0,0,0,24.05
1,1,4,1,1,0,237.95
1,1,37,1,1,0,3762.0
0,0,72,0,0,1,1419.4
0,1,48,1,0,0,4370.75
1,1,7,1,1,0,506.9
0,1,1,0,0,0,19.55
0,0,35,0,0,0,2661.1
0,0,44,1,0,1,4378.35
0,0,37,0,1,1,1593.1
0,0,65,0,0,0,3874.1
0,0,59,0,0,0,3801.3
0,1,22,0,1,0,1073.3
0,1,1,0,0,0,70.45
0,1,54,0,1,0,1621.35
0,1,44,1,1,0,4915.15
0,0,6,0,0,1,100.35
0,0,50,0,0,0,989.05
0,0,13,0,0,0,259.65
1,1,3,0,1,0,66.95
0,1,1,0,0,0,20.35
0,0,27,0,0,1,509.3
0,0,71,1,0,1,7782.85
0,0,14,0,1,0,641.25
0,1,31,1,1,0,3143.65
0,1,20,1,1,0,1901.65
0,1,12,0,0,0,540.95
0,0,40,0,0,0,1564.05
1,1,6,0,0,0,208.7
0,0,72,0,0,1,1414.65
0,1,1,0,0,0,49.0
1,1,4,1,0,0,266.9
1,1,1,1,1,0,77.15
0,0,64,0,0,1,4818.8
1,1,12,1,0,0,1164.3
1,1,4,1,1,0,340.85
0,1,71,1,1,0,7713.55
0,0,64,0,0,1,1240.15
0,1,33,0,0,0,2447.45
1,1,1,1,0,0,70.15
0,1,3,0,0,0,72.0
0,0,70,1,1,0,7069.3
0,1,51,0,1,0,2553.35
1,1,4,0,1,0,225.6
0,0,67,0,0,1,1284.2
0,0,68,1,0,1,7511.3
0,0,62,0,0,1,1416.75
1,1,66,1,0,0,6871.9
1,0,53,0,1,0,3229.65
1,1,1,1,1,0,69.6
1,1,4,0,1,0,201.0
0,0,64,1,0,0,5289.05
0,1,3,0,0,0,130.15
0,0,71,0,1,0,3985.35
0,1,2,0,0,0,38.8
1,1,27,1,1,0,2180.55
1,1,9,1,1,0,746.5
0,0,36,0,0,1,717.95
1,1,7,1,1,0,669.0
0,0,65,0,0,1,4929.55
0,0,33,0,0,0,600.25
0,0,54,1,0,1,5760.65
0,1,1,0,0,0,19.9
1,1,15,1,0,0,1145.7
1,1,4,1,1,0,420.2
1,1,26,1,1,0,2169.75
0,1,10,1,1,0,929.45
1,0,67,1,1,0,7482.1
1,1,10,1,1,0,898.35
0,0,60,0,0,1,4543.95
0,0,65,0,0,0,1600.95
0,0,72,1,0,1,7559.55
0,1,26,1,0,0,2510.7
1,0,8,0,0,0,145.0
0,1,1,0,0,0,20.45
0,1,48,1,0,0,4834.0
0,1,41,1,0,0,3190.65
1,1,1,0,1,0,25.15
1,1,6,1,1,0,455.3
0,1,1,0,0,0,44.75
0,1,37,1,1,0,3340.55
0,0,56,1,1,0,6139.5
0,0,7,0,0,0,173.15
0,1,4,1,0,0,324.2
0,1,71,1,0,0,6951.15
0,1,58,1,1,0,5780.7
0,0,53,0,0,1,978.0
0,1,31,1,1,0,2807.65
0,1,1,0,0,0,20.3
0,1,6,0,0,0,335.65
0,0,49,0,0,1,3199.0
0,0,8,0,0,0,469.25
0,0,22,0,0,0,417.0
1,1,29,1,1,0,2467.1
0,1,61,0,0,0,2117.2
1,1,30,1,0,0,2758.15
1,1,25,1,1,0,2368.4
0,1,9,1,1,0,718.55
0,0,5,0,1,0,99.45
1,1,9,1,1,0,758.6
0,0,65,1,0,0,7118.9
0,1,29,1,0,0,2948.6
0,1,1,0,0,0,25.75
0,1,12,1,0,0,958.25
0,0,55,1,0,0,5448.6
1,1,11,1,1,0,926.25
0,0,68,0,0,1,1629.2
0,1,34,1,1,0,3540.65
0,1,1,0,0,0,20.75
0,0,36,0,0,0,1939.35
0,0,15,0,0,1,387.9
0,1,10,0,0,0,524.5
0,0,3,0,0,1,213.35
0,1,1,0,1,0,25.7
0,1,43,1,0,0,3551.65
0,1,8,0,0,0,163.6
1,1,4,0,1,0,181.6
0,0,71,0,0,1,1387.45
1,1,17,1,1,0,1625.65
0,1,6,0,0,0,273.25
1,1,2,1,1,0,181.7
1,1,1,0,1,0,49.55
1,0,64,1,0,0,6903.1
0,0,39,0,0,0,2191.7
0,0,46,0,0,0,2560.1
1,1,1,1,1,0,90.75
0,0,72,0,0,1,5986.55
0,0,33,0,0,1,641.35
0,0,32,1,0,0,3608.0
0,1,5,0,0,0,104.3
1,1,2,0,1,0,85.5
1,1,2,1,1,0,184.1
0,1,17,1,0,0,1470.05
0,1,5,0,0,0,122.0
0,1,10,0,1,0,226.55
0,1,1,0,1,0,50.15
0,0,41,0,0,0,2364.0
1,0,63,1,0,0,6137.0
0,0,22,0,0,0,419.9
0,0,47,1,1,0,4730.6
0,0,65,0,0,1,4805.65
0,1,8,1,0,0,908.55
1,1,10,1,1,0,930.4
1,1,9,1,0,0,714.15
0,0,35,1,1,0,3251.3
1,1,2,1,1,0,165.4
0,1,8,0,0,0,371.4
0,1,24,0,1,0,688.0
0,0,36,0,0,1,1901.25
0,0,67,1,0,1,7567.2
1,1,15,1,1,0,1258.3
1,1,1,1,1,0,78.05
1,1,24,0,0,0,971.3
0,1,21,0,0,0,780.15
0,1,11,0,0,0,601.6
0,1,50,1,1,0,5222.35
0,0,13,0,0,0,270.2
0,0,64,1,0,1,6997.3
0,1,3,1,1,0,253.8
0,0,71,1,0,0,6028.95
0,1,9,0,0,0,238.15
0,1,1,1,0,0,83.4
0,1,3,0,1,0,76.95
1,0,53,0,1,0,3184.25
0,0,46,0,0,1,927.1
0,1,63,1,0,0,4896.35
0,0,71,1,0,1,7616.0
0,1,5,1,1,0,341.6
0,0,65,0,0,1,1748.55
0,1,42,1,1,0,4222.95
0,1,3,1,0,0,238.1
0,1,24,0,1,0,1348.5
0,0,66,0,0,1,1357.1
0,0,25,0,0,1,475.2
0,0,56,1,0,0,5608.4
0,0,52,1,0,0,5376.4
0,0,23,0,0,1,611.45
0,0,25,0,0,0,733.55
0,1,32,1,1,0,3334.9
1,1,16,0,1,0,762.25
0,1,23,1,0,0,2130.55
0,0,26,0,0,0,1362.85
0,0,49,0,0,0,923.1
0,1,1,0,0,0,20.05
1,1,5,1,0,0,331.9
0,0,50,0,0,1,1023.95
1,1,13,0,0,0,597.0
0,0,28,0,0,0,543.0
0,0,49,0,0,0,921.3
0,1,18,1,0,0,1679.4
0,0,72,0,0,1,5025.85
0,1,37,1,1,0,3314.15
0,1,7,0,0,0,220.45
0,1,45,1,0,0,3775.85
0,1,19,0,0,0,865.85
0,0,29,0,0,0,572.2
0,0,61,1,0,0,6449.15
0,1,4,0,1,0,199.75
0,1,38,1,1,0,3988.5
0,1,2,0,1,0,57.4
1,1,1,0,0,0,45.05
0,0,15,0,0,0,693.45
1,0,71,1,1,1,7532.15
1,1,52,1,1,0,4348.65
1,1,2,0,0,0,38.7
1,1,24,1,1,0,2231.05
0,1,43,1,0,0,3161.4
1,1,2,0,0,0,80.35
0,1,24,0,0,0,1218.25
1,1,41,1,1,0,4259.3
1,1,14,1,1,0,1258.6
0,0,64,0,0,1,4378.8
0,0,72,0,0,1,1363.25
0,1,27,0,0,0,1439.35
0,0,35,0,1,0,2471.25
0,1,1,0,0,0,59.55
1,1,1,1,1,0,68.65
1,1,43,1,0,0,3856.75
0,0,53,1,0,0,5016.25
1,0,17,0,0,0,937.5
1,1,20,1,0,0,1727.5
0,0,6,0,0,0,124.4
0,1,1,0,1,0,24.7
0,0,61,0,1,1,5308.7
1,1,4,1,1,0,346.2
0,1,1,0,0,0,19.55
1,1,1,1,1,0,80.5
0,0,68,1,0,0,5733.4
1,1,1,1,1,0,79.25
1,1,2,1,0,0,155.8
1,1,45,1,0,0,4016.85
1,1,40,1,1,0,3303.05
0,1,34,1,1,0,3634.8
0,1,13,1,1,0,1215.65
1,1,1,0,0,0,20.25
0,0,35,0,0,0,1383.6
0,0,35,0,1,0,666.0
0,0,72,1,0,1,7550.3
0,1,2,1,1,0,140.1
0,1,12,0,0,0,227.45
0,0,69,0,0,1,5388.15
0,1,57,1,0,0,5913.95
1,1,35,1,1,0,2416.55
0,0,69,0,0,1,6194.1
1,0,63,1,1,0,6873.75
0,1,41,0,0,0,1841.9
0,0,47,0,0,1,1041.8
1,0,72,1,0,0,8684.8
0,0,59,0,0,0,4786.1
0,0,18,0,0,1,309.25
1,1,25,0,0,0,853.0
0,0,40,1,1,0,3132.75
0,1,2,1,1,0,146.65
1,0,21,0,1,0,1157.05
0,0,68,1,0,0,6770.5
0,0,70,0,0,1,1462.05
0,1,1,0,1,0,44.55
0,0,72,1,0,1,6052.25
0,1,2,1,0,0,154.8
0,0,11,0,0,0,233.9
0,0,56,0,0,1,1468.9
0,1,36,0,0,0,1267.2
0,0,37,0,0,0,3358.65
1,1,39,0,1,0,2184.35
0,1,18,1,0,0,1406.65
0,1,19,1,1,0,1651.95
1,1,4,1,0,0,333.6
0,1,1,1,0,0,69.95
0,1,38,1,1,0,3147.15
0,0,56,1,1,0,5514.95
0,0,30,0,0,0,2038.7
0,0,72,0,0,1,6501.35
0,0,8,0,0,0,140.95
0,0,53,1,0,1,5566.4
0,0,46,1,1,0,4312.5
0,1,6,0,0,0,112.75
1,1,8,1,1,0,777.3
1,0,56,1,1,0,5508.35
1,1,31,0,0,0,1994.3
0,1,13,0,1,0,788.35
0,1,40,1,0,0,4469.1
0,0,59,1,1,0,5483.9
0,0,50,1,0,0,5153.5
1,1,2,0,0,0,36.55
0,0,46,0,0,1,3593.8
0,1,18,0,1,0,1166.7
0,1,35,0,0,0,1175.85
1,1,1,0,0,0,50.6
1,1,4,1,0,0,332.45
1,1,5,1,1,0,424.15
0,0,69,0,0,1,4254.1
1,1,17,1,1,0,1400.85
1,1,1,0,0,0,20.2
1,1,24,1,1,0,1772.25
0,0,62,1,1,0,4959.15
1,1,12,0,0,0,518.9
0,1,23,0,1,0,473.9
0,1,45,0,0,0,2333.85
0,1,9,1,0,0,781.4
1,1,4,1,1,0,307.4
0,1,24,1,1,0,2107.15
0,0,71,0,0,1,1801.9
1,1,2,0,1,0,98.5
0,0,1,0,0,0,18.8
1,1,10,1,1,0,1060.2
0,1,2,0,1,0,96.8
0,0,67,0,0,0,3870.0
0,0,7,0,1,0,477.05
0,1,13,0,1,0,995.35
0,0,57,1,1,0,5468.95
0,1,36,1,0,0,3301.05
0,0,66,0,0,1,5965.95
0,1,22,0,0,0,1253.5
1,1,17,1,1,0,1607.2
1,1,1,1,0,0,74.45
1,1,11,1,1,0,1078.9
1,1,2,1,0,0,145.4
0,1,3,1,1,0,293.15
1,1,4,1,0,0,321.9
0,0,69,0,0,1,1375.4
0,0,72,1,0,1,7732.65
0,1,23,1,1,0,2341.55
0,1,40,0,1,0,3015.75
0,0,70,0,0,1,5991.05
0,1,70,1,1,0,6470.1
0,0,3,0,1,0,220.45
0,0,69,1,0,1,7430.75
1,1,6,1,1,0,573.3
0,0,72,0,0,1,6632.75
0,0,67,0,0,1,5883.85
1,0,40,1,0,0,4062.2
0,0,19,0,0,1,467.7
0,0,70,0,0,1,2799.75
0,0,21,0,0,1,1524.85
1,1,32,1,1,0,3351.55
0,1,29,1,1,0,2964.8
0,1,29,1,1,0,1993.25
0,1,25,1,1,0,2395.7
1,1,55,1,1,0,5617.75
0,1,55,1,0,0,5676.65
1,1,2,1,0,0,193.8
0,1,2,0,0,0,39.85
1,0,62,1,1,0,6125.4
0,1,19,0,1,0,377.55
0,1,7,0,0,0,158.95
0,1,29,1,0,0,2263.4
0,1,29,0,0,0,1009.25
1,1,12,1,0,0,858.6
0,0,50,0,0,0,3478.15
0,0,67,1,0,1,7530.8
1,1,33,1,0,0,2745.7
0,0,37,0,0,0,2658.8
0,0,64,0,0,1,1584.8
1,1,1,1,1,0,89.9
0,1,8,1,1,0,572.45
1,1,9,0,0,0,431.0
0,1,1,0,0,0,20.05
1,0,48,0,0,0,1604.5
0,1,38,0,0,0,2522.4
0,1,3,0,0,0,50.6
0,1,32,0,0,0,601.55
0,1,3,0,0,0,196.9
1,1,10,1,1,0,953.45
1,1,1,1,0,0,85.8
1,1,3,1,1,0,292.85
0,1,3,0,0,0,113.95
0,0,56,0,0,1,4620.4
0,1,9,0,0,0,190.1
0,1,53,1,0,0,4003.85
0,0,63,0,0,0,3503.5
0,0,35,0,0,1,1924.1
1,0,41,1,1,0,4213.35
0,1,13,0,0,0,331.85
0,1,14,0,0,0,944.65
0,1,14,0,0,0,283.75
0,1,51,1,1,0,4539.35
1,1,1,0,1,0,55.4
1,1,1,1,0,0,69.95
0,0,68,0,0,0,3848.8
1,1,1,1,1,0,88.8
0,0,1,0,0,0,25.85
0,0,60,1,1,1,5941.05
1,1,7,1,0,0,545.15
0,0,23,0,0,1,478.75
0,0,72,0,0,1,5815.15
0,1,3,1,1,0,248.4
1,1,5,1,0,0,357.75
0,1,6,0,0,0,113.5
0,0,13,0,0,1,246.7
0,0,47,0,0,0,942.95
0,1,3,0,0,0,94.4
0,0,14,0,0,0,228.65
0,0,23,0,0,1,1759.4
0,0,72,0,0,1,6474.4
1,1,1,0,0,0,43.95
0,1,66,1,0,0,6595.0
0,0,53,0,0,1,1336.1
0,1,11,1,0,0,929.3
1,0,61,1,0,1,6876.05
0,1,2,0,0,0,134.6
0,1,1,0,0,0,20.3
1,1,1,0,1,0,35.45
1,0,67,1,1,0,5918.8
0,1,18,1,0,0,1387.0
0,1,18,1,1,0,1691.9
1,1,12,1,0,0,947.3
1,1,27,1,0,0,2867.75
0,0,61,1,0,0,6018.65
0,0,65,1,0,1,7082.85
0,0,41,0,0,1,810.3
0,1,19,0,0,0,910.45
1,1,2,0,0,0,91.1
1,1,2,1,0,0,156.35
0,1,4,0,1,0,82.9
0,1,25,0,1,0,1296.8
1,0,60,1,1,0,5453.4
1,1,8,1,0,0,627.4
0,0,72,0,0,1,5899.85
0,1,5,0,0,0,274.35
0,0,59,1,0,0,4639.45
0,0,68,0,0,1,1911.5
0,0,54,0,0,1,1230.9
0,0,22,0,0,0,467.15
0,1,49,0,0,0,2583.75
0,1,51,1,0,0,4018.55
0,0,19,0,0,1,485.9
0,1,2,1,0,0,188.1
0,0,14,0,0,0,294.5
1,1,57,0,1,0,2572.95
0,0,72,1,0,1,6991.6
0,0,63,1,0,1,6218.45
0,1,4,0,0,0,253.0
0,0,17,0,0,0,1175.6
1,1,6,1,1,0,489.45
1,1,56,1,1,0,5124.6
1,1,13,1,1,0,1222.8
1,1,6,0,1,0,270.8
0,1,71,1,0,0,6669.45
0,0,10,0,0,0,189.45
0,0,72,0,0,1,6425.65
0,0,69,0,0,1,1718.35
1,1,1,0,0,0,20.1
0,1,47,1,1,0,4137.2
0,0,60,0,0,1,1198.8
0,1,2,0,0,0,48.35
1,1,2,1,1,0,174.8
0,1,53,0,0,0,2546.85
0,1,34,1,0,0,3097.0
0,0,60,0,0,0,3928.3
0,0,55,1,1,0,5409.75
0,1,53,1,1,0,4779.45
1,0,5,0,0,0,347.4
0,1,57,0,1,0,3196.0
1,1,1,0,0,0,45.85
0,0,61,0,0,1,5175.3
0,1,38,1,1,0,3741.85
0,1,60,1,0,0,6236.75
0,0,50,0,0,1,930.9
0,1,9,0,0,0,501.2
0,0,71,0,0,1,1415.85
0,0,46,0,0,1,3009.5
0,1,35,1,1,0,3782.4
1,1,1,1,1,0,71.35
0,0,23,0,0,0,478.1
1,1,1,1,0,0,100.25
0,1,21,0,0,0,1339.8
0,1,16,0,1,0,313.4
0,0,70,0,0,0,3635.15
0,0,66,1,0,1,6844.5
1,1,1,1,1,0,91.7
0,1,14,0,0,0,268.4
0,0,46,0,0,1,890.35
1,0,49,1,0,0,5069.65
0,1,3,1,1,0,239.45
0,1,34,1,0,0,2909.95
1,0,68,1,0,1,7611.85
1,1,50,1,0,0,4116.15
0,1,3,0,1,0,61.45
0,1,25,1,0,0,2088.05
0,1,19,1,0,0,2007.25
0,0,65,1,0,1,6631.85
1,1,3,1,0,0,264.85
0,0,67,1,1,0,7511.65
0,1,8,1,1,0,576.7
0,0,67,0,0,1,4677.1
0,0,26,0,0,0,1507.0
1,1,57,1,0,0,5427.05
1,1,39,1,1,0,3017.65
0,1,47,0,1,0,2538.2
0,1,20,1,0,0,2031.95
1,1,17,1,0,0,1214.05
0,0,52,0,0,1,1107.2
0,0,61,1,0,0,5860.7
1,1,8,1,0,0,742.95
0,0,72,0,0,1,6352.4
0,1,24,0,0,0,1269.6
0,1,4,1,1,0,261.65
1,1,26,1,1,0,2254.2
0,0,66,1,1,0,5898.6
0,0,65,0,0,1,5963.95
0,0,34,0,0,0,2727.3
0,0,45,0,0,1,3533.6
0,0,71,1,0,1,7061.65
1,0,18,0,0,0,1425.45
0,1,2,0,1,0,132.4
1,1,8,1,1,0,609.9
1,1,3,0,0,0,95.05
0,0,12,0,1,1,264.55
0,0,16,0,0,0,296.15
0,0,72,1,0,1,7746.7
1,1,1,1,1,0,70.25
0,1,1,0,0,0,20.2
1,1,10,1,1,0,851.75
0,0,62,0,0,1,2748.7
1,1,4,1,1,0,330.05
0,0,53,0,0,0,1301.9
0,0,52,1,1,0,5244.45
1,1,19,1,1,0,1775.8
0,1,18,0,0,0,747.2
0,1,51,0,0,0,1459.35
0,1,6,0,0,0,276.5
0,0,72,1,0,1,7845.8
0,0,72,1,0,1,8337.45
1,0,71,1,0,1,7723.7
0,0,57,0,0,1,4438.2
0,0,58,0,1,1,4890.5
0,0,71,0,0,1,1813.35
0,0,72,0,0,1,5893.9
0,0,17,0,0,1,343.45
1,1,39,1,0,0,3759.05
0,1,8,0,0,0,401.5
0,0,68,0,0,1,1441.65
0,0,28,0,0,0,1682.05
1,1,1,1,0,0,75.05
0,1,2,0,0,0,74.2
0,0,71,0,0,1,1378.45
0,0,30,0,0,1,2093.9
0,0,34,0,0,0,678.8
0,0,32,0,0,0,2633.3
0,0,6,0,0,1,153.3
0,0,45,0,0,1,1121.05
1,1,37,0,0,0,973.55
0,1,11,1,1,0,1183.05
0,1,2,1,0,0,154.3
1,1,1,1,0,0,76.4
0,0,23,0,0,1,813.45
0,1,29,0,1,0,1912.15
0,0,68,1,0,0,5696.6
0,1,17,0,0,0,592.75
0,0,69,0,0,1,1447.9
0,0,59,0,0,1,3886.85
0,1,1,0,0,0,19.2
0,1,32,1,0,0,3145.9
0,1,29,1,1,0,2414.55
1,0,59,1,1,0,5084.65
0,0,28,0,0,0,1386.8
1,1,15,1,0,0,1130.85
0,1,50,1,0,0,4747.5
1,1,5,0,1,0,198.0
0,1,14,1,1,0,1122.4
0,1,20,0,0,0,413.0
0,1,3,1,1,0,266.8
1,1,35,1,1,0,3474.05
1,1,6,1,1,0,573.75
0,1,14,1,1,0,1273.3
0,1,23,1,0,0,2085.45
0,0,71,1,0,0,7288.4
1,0,28,1,1,0,2847.4
0,0,64,1,0,0,6314.35
1,1,3,0,1,0,155.35
1,1,34,1,0,0,3587.25
1,1,1,0,0,0,49.95
1,1,33,1,1,0,3655.45
0,1,12,1,1,0,1173.55
0,0,72,1,0,0,7133.1
0,0,36,0,0,0,1992.85
0,1,4,0,1,0,55.7
0,1,8,0,0,0,393.45
1,1,18,0,1,0,810.7
0,1,29,0,0,0,2211.8
1,1,28,1,0,0,2602.9
0,0,59,1,1,0,5890.0
0,1,16,0,1,0,889.0
1,0,67,1,0,0,6341.45
0,1,40,1,0,0,4108.15
0,0,9,0,0,1,210.65
0,0,8,0,0,0,447.75
0,0,58,0,0,1,1158.85
0,0,71,1,1,1,7405.5
0,1,5,0,0,0,109.6
0,1,17,1,1,0,1329.15
0,1,30,1,1,0,2509.95
0,1,3,1,1,0,257.6
0,0,13,0,0,0,343.6
1,1,16,1,1,0,1281.0
0,0,30,0,0,1,711.9
0,1,1,0,0,0,19.2
1,1,13,1,1,0,1132.35
0,1,34,0,0,0,675.6
0,0,52,1,1,1,5487.0
1,1,4,1,0,0,273.0
0,0,44,0,1,0,1013.6
0,1,47,1,1,0,5135.15
0,1,13,0,0,0,251.25
1,1,5,1,0,0,462.8
0,0,23,0,0,1,625.65
1,1,8,1,1,0,829.55
0,1,40,0,0,0,2058.5
0,0,67,1,0,1,6302.8
1,1,25,1,1,0,2387.75
0,0,70,1,0,1,8250.0
0,0,43,0,1,1,2548.55
1,1,12,1,1,0,1094.5
0,0,72,0,0,1,6448.85
1,1,21,1,1,0,1474.75
0,0,51,0,0,1,3121.45
1,0,55,0,0,1,3046.4
0,0,51,0,0,0,3043.6
0,1,22,0,0,0,1381.8
0,1,51,1,1,0,4116.9
0,0,71,1,0,1,7661.8
0,1,3,0,0,0,75.45
0,0,44,1,1,0,4295.35
0,0,31,0,0,1,2497.2
0,1,3,1,0,0,239.05
0,1,1,0,0,0,45.25
0,1,41,0,0,0,2237.55
0,1,60,1,0,0,5969.95
1,1,2,0,0,0,134.35
0,0,29,0,0,0,788.05
1,1,65,1,0,0,6786.4
0,1,2,1,1,0,151.75
0,1,5,1,0,0,371.6
0,1,2,1,1,0,145.15
1,1,1,1,1,0,71.0
0,0,28,0,0,0,1426.45
0,0,14,0,0,0,272.0
1,0,58,1,1,0,6287.25
1,1,15,0,1,0,765.5
0,1,19,1,1,0,1620.8
0,0,60,1,1,1,5231.2
1,1,1,1,1,0,69.35
0,0,71,0,0,1,5550.1
0,1,1,0,0,0,24.4
1,1,6,1,0,0,547.65
0,0,43,0,0,0,2640.55
0,0,68,0,0,0,5023.0
1,1,58,0,1,0,2651.2
0,1,4,0,0,0,227.35
0,1,46,0,0,0,2065.15
0,0,35,0,0,1,730.4
0,1,47,1,0,0,3865.6
0,0,25,0,0,0,495.15
0,1,19,1,1,0,1760.25
0,1,49,1,0,0,3720.35
0,1,6,1,1,0,435.0
0,0,68,0,0,1,1396.0
0,0,58,0,0,1,1160.75
0,0,25,0,0,1,499.4
0,0,24,0,0,1,609.05
0,1,6,1,1,0,552.65
0,1,15,0,0,0,1071.4
0,1,26,1,0,0,2349.8
0,1,16,0,1,0,1083.7
0,0,10,0,1,0,676.15
0,1,21,0,0,0,985.05
0,0,67,0,0,1,4868.4
0,1,19,0,0,0,610.2
0,0,40,0,0,1,1006.9
1,1,16,1,1,0,1534.75
0,0,57,0,0,1,3265.95
0,1,41,1,1,0,3439.0
0,0,28,0,0,0,1546.3
0,0,70,0,0,1,5743.3
0,1,21,0,0,0,467.15
0,0,36,0,0,0,620.75
0,0,70,0,0,0,5222.3
1,1,8,1,1,0,606.55
0,1,2,1,1,0,134.05
0,0,56,0,0,0,3282.75
1,1,1,1,1,0,70.05
0,1,4,1,1,0,294.2
0,0,63,0,0,1,1177.05
0,0,68,0,0,1,4859.95
1,1,15,1,0,0,1426.75
0,1,43,1,1,0,3398.9
1,1,1,0,0,0,19.95
0,0,35,0,0,0,954.9
0,0,60,0,0,1,1189.9
0,0,71,1,0,1,7985.9
0,0,71,0,0,1,6239.05
0,1,24,1,0,0,1732.6
0,0,23,1,0,0,2292.75
0,0,72,0,0,1,2763.0
1,0,70,0,0,1,4759.75
0,0,72,1,0,1,7920.7
0,1,1,0,0,0,55.3
1,1,3,1,1,0,256.6
0,0,72,1,0,1,8126.65
0,0,34,0,0,1,980.35
0,1,24,0,0,0,1167.8
1,1,37,0,1,0,2345.2
0,1,32,1,0,0,2324.7
0,0,26,0,0,0,504.2
1,0,22,0,0,0,1498.2
0,1,43,1,0,0,4209.95
0,0,17,0,0,1,358.05
0,1,71,0,0,0,3765.05
0,1,7,0,0,0,155.9
0,1,22,0,0,0,400.3
0,0,68,0,0,1,4741.45
1,1,32,1,1,0,2661.1
0,1,55,1,0,0,4266.4
0,1,47,0,0,0,3252.0
1,1,3,0,1,0,79.45
1,1,15,1,1,0,1270.2
0,1,55,1,1,0,4600.95
0,0,72,0,0,1,5959.3
0,1,49,1,1,0,4889.2
0,0,7,0,0,1,165.35
0,0,47,0,1,0,1250.85
0,0,12,0,0,1,269.65
1,1,33,1,1,0,2757.85
0,0,34,0,0,0,938.65
1,1,1,1,1,0,74.4
0,0,63,1,0,1,6597.25
0,0,20,0,0,0,416.45
0,0,47,0,0,1,3496.3
0,0,68,0,0,1,4375.8
1,1,29,1,0,0,2952.85
0,0,64,0,1,1,3210.35
0,1,1,0,0,0,45.55
0,1,12,0,0,0,505.95
0,0,53,1,1,0,5576.3
0,1,24,1,1,0,1938.05
0,0,72,0,0,1,6652.45
0,0,66,0,1,0,5013.0
0,1,42,0,1,0,2077.95
0,0,58,1,0,0,5430.35
1,1,65,1,1,0,6941.2
0,1,46,1,0,0,3958.85
0,0,45,0,0,0,867.3
0,1,1,0,0,0,55.05
0,0,61,0,0,1,1445.2
0,0,72,1,0,1,7966.9
1,1,10,0,0,0,435.4
1,1,1,0,1,0,55.0
0,1,18,1,0,0,1373.05
0,0,51,1,1,0,5720.35
1,1,8,1,0,0,778.1
0,0,57,0,0,0,4368.95
0,0,10,1,1,0,1064.95
0,1,35,1,1,0,3554.6
0,1,9,0,0,0,348.15
0,1,1,0,0,0,20.35
0,0,24,0,0,0,482.8
0,1,2,0,0,0,42.45
0,1,3,0,0,0,101.1
1,0,35,0,0,0,3110.1
0,1,27,1,0,0,2595.25
0,0,70,1,0,1,7349.35
